Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.014583333333333332,0.009583333333333334,1.09,1.09,0.00,0.00,152,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu3,0.0033333333333333335,0.002916666666666667,0.564,0.564,0.00,0.00,36.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu6,0.002916666666666667,0.002916666666666667,0.493,0.493,0.00,0.00,292,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu5,0.004166666666666667,0.00375,0.555,0.555,0.00,0.00,32.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu2,0.002916666666666667,0.002916666666666667,0.581,0.581,0.00,0.00,36.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu4,0.0033333333333333335,0.0033333333333333335,0.595,0.595,0.00,0.00,32.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,500,query_tps500
/node-besu1,0.023333333333333334,0.012916666666666667,1.09,1.09,0.00,0.00,204,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu3,0.008749999999999999,0.005833333333333334,0.564,0.564,0.00,0.00,80.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu6,0.010416666666666666,0.006666666666666667,0.493,0.493,0.00,0.00,16.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu5,0.013333333333333334,0.007916666666666667,0.556,0.555,0.00,0.00,84.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu2,0.011250000000000001,0.007083333333333334,0.582,0.581,0.00,0.00,96.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu4,0.014583333333333332,0.008749999999999999,0.595,0.595,0.00,0.00,72.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,600,query_tps600
/node-besu1,0.005833333333333334,0.004166666666666667,1.09,1.09,0.00,0.00,60.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu3,0.021666666666666667,0.012083333333333333,0.564,0.564,0.00,0.00,68.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu6,0.008333333333333333,0.005416666666666667,0.493,0.493,0.00,0.00,0.00,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu5,0.012083333333333333,0.0075,0.555,0.555,0.00,0.00,92.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu2,0.016666666666666666,0.009583333333333334,0.581,0.581,0.00,0.00,92.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu4,0.013333333333333334,0.007916666666666667,0.595,0.595,0.00,0.00,88.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,700,query_tps700
/node-besu1,0.0075,0.005,1.08,1.08,0.00,0.00,232,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
/node-besu3,0.004166666666666667,0.0033333333333333335,0.565,0.564,0.00,0.00,48.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
/node-besu6,0.0025,0.0025,0.493,0.493,0.00,0.00,68.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
/node-besu5,0.0025,0.0025,0.556,0.555,0.00,0.00,52.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
/node-besu2,0.0025,0.0025,0.581,0.581,0.00,0.00,48.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
/node-besu4,0.00375,0.002916666666666667,0.596,0.595,0.00,0.00,72.0,0.00,6n-15s-qbft-v25.10.0_20260124_142451,query,800,query_tps800
