Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu2,1.1325,0.3729166666666666,605,567,0.00,0.00,1.34,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,160,open_tps160,,,
/node-besu4,0.605,0.28375,581,553,0.00,0.00,1.24,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,160,open_tps160,,,
/node-besu3,0.3970833333333333,0.10666666666666667,538,484,0.00,0.00,1.39,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,160,open_tps160,,,
/node-besu1,0.9891666666666666,0.26416666666666666,831,685,0.00,0.00,1.75,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,160,open_tps160,,,
/node-besu2,0.7858333333333333,0.29083333333333333,,612,0.00,0.00,0.543,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,180,open_tps180,0.600,,
/node-besu4,1.0775,0.3629166666666667,,597,0.00,0.00,0.566,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,180,open_tps180,0.591,,
/node-besu3,0.8116666666666666,0.27666666666666667,,562,0.00,0.00,0.715,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,180,open_tps180,0.588,,
/node-besu1,0.8304166666666667,0.2833333333333333,,913,0.00,0.00,1.18,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,180,open_tps180,1.05,,
/node-besu2,0.9670833333333334,0.32875,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,200,open_tps200,0.603,0.602,664
/node-besu4,0.68375,0.23208333333333334,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,200,open_tps200,0.595,0.593,624
/node-besu3,0.29958333333333337,0.10375000000000001,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,200,open_tps200,0.588,0.482,720
/node-besu1,0.5483333333333333,0.18666666666666668,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,200,open_tps200,1.06,1.05,796
/node-besu2,0.11541666666666667,0.042083333333333334,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,220,open_tps220,0.603,0.603,648
/node-besu4,0.4454166666666666,0.15208333333333332,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,220,open_tps220,0.602,0.597,632
/node-besu3,0.4475,0.15291666666666667,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,220,open_tps220,0.475,0.456,656
/node-besu1,0.6795833333333333,0.23208333333333334,,,0.00,0.00,,0.00,4n-5s-ibft-v25.12.0_20260124_030515,open,220,open_tps220,1.09,1.07,876
