Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu4,0.5391666666666667,0.15083333333333335,487,462,0.00,0.00,0.453,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,160,open_tps160,,
/node-besu1,1.0654166666666667,0.35250000000000004,865,562,0.00,0.00,0.445,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,160,open_tps160,,
/node-besu2,0.8833333333333333,0.24833333333333332,486,451,0.00,0.00,0.500,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,160,open_tps160,,
/node-besu3,1.0291666666666666,0.2820833333333333,483,474,0.00,0.00,1.38,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,160,open_tps160,,
/node-besu4,0.48833333333333334,0.14208333333333334,,,0.00,0.00,0.00,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,180,open_tps180,0.513,0.488
/node-besu1,0.9874999999999999,0.24875,,,0.00,0.00,2.38,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,180,open_tps180,1.15,1.03
/node-besu2,0.735,0.18625,,,0.00,0.00,1.88,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,180,open_tps180,0.498,0.495
/node-besu3,0.66375,0.1679166666666667,,,0.00,0.00,0.984,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,180,open_tps180,0.507,0.498
/node-besu4,0.20625000000000002,0.05875,,,0.00,0.00,1.16,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,200,open_tps200,0.514,0.514
/node-besu1,0.8816666666666667,0.2225,,,0.00,0.00,1.46,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,200,open_tps200,1.15,1.12
/node-besu2,0.38833333333333336,0.09875,,,0.00,0.00,1.22,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,200,open_tps200,0.504,0.501
/node-besu3,0.32083333333333336,0.08208333333333333,,,0.00,0.00,1.12,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,200,open_tps200,0.508,0.508
/node-besu4,0.006666666666666667,0.004166666666666667,,,0.00,0.00,1.13,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,220,open_tps220,0.518,0.516
/node-besu1,0.4691666666666667,0.15791666666666668,,,0.00,0.00,1.40,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,220,open_tps220,1.28,1.18
/node-besu2,0.18291666666666664,0.0625,,,0.00,0.00,1.13,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,220,open_tps220,0.541,0.540
/node-besu3,0.11,0.041666666666666664,,,0.00,0.00,1.12,0.00,4n-10s-qbft-v24.7.0_20260124_043110,open,220,open_tps220,0.513,0.510
