Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu1,0.5429166666666666,0.26166666666666666,954,662,0.00,0.00,1.44,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu3,0.6583333333333333,0.30083333333333334,598,584,0.00,0.00,0.492,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu5,0.5270833333333333,0.27416666666666667,594,573,0.00,0.00,1.32,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu7,0.5308333333333334,0.23958333333333334,575,556,0.00,0.00,0.395,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu8,0.53,0.27499999999999997,615,568,0.00,0.00,0.00,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu6,0.5575,0.27999999999999997,558,484,0.00,0.00,0.512,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu4,0.5,0.1825,653,598,0.00,0.00,1.34,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu2,0.49291666666666667,0.25416666666666665,569,547,0.00,0.00,1.31,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,160,open_tps160,,,
/node-besu1,0.24208333333333332,0.1425,,1.00e+3,0.00,0.00,0.836,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,1.06,,
/node-besu3,0.18416666666666667,0.06708333333333334,,687,0.00,0.00,0.723,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.723,,
/node-besu5,0.20083333333333334,0.0725,,596,0.00,0.00,0.828,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.583,,
/node-besu7,0.16708333333333333,0.06083333333333333,,576,0.00,0.00,1.28,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.574,,
/node-besu8,0.17125,0.06375,,628,0.00,0.00,0.00,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.614,,
/node-besu6,0.17500000000000002,0.06416666666666666,,535,0.00,0.00,0.750,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.578,,
/node-besu4,0.18583333333333332,0.06708333333333334,,799,0.00,0.00,0.703,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.844,,
/node-besu2,0.5670833333333333,0.19541666666666668,,574,0.00,0.00,0.738,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,180,open_tps180,0.580,,
/node-besu1,0.24208333333333332,0.09125,,,0.00,0.00,0.648,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,1.08,1.07,
/node-besu3,0.4075,0.13791666666666666,,,0.00,0.00,0.680,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.726,0.725,
/node-besu5,0.31875000000000003,0.10916666666666668,,,0.00,0.00,0.684,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.587,0.586,
/node-besu7,0.25166666666666665,0.08833333333333333,,,0.00,0.00,1.00,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.588,0.581,
/node-besu8,0.6875,0.2325,,,0.00,0.00,0.00,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.622,0.619,
/node-besu6,0.2925,0.09958333333333334,,,0.00,0.00,0.00,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.580,0.579,
/node-besu4,0.25833333333333336,0.08875,,,0.00,0.00,0.688,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.837,0.836,
/node-besu2,0.45,0.155,,,0.00,0.00,0.703,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,200,open_tps200,0.629,0.608,
/node-besu1,0.24166666666666667,0.08666666666666667,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,1.22,1.14,984
/node-besu3,0.45541666666666664,0.11708333333333333,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.723,0.722,84.0
/node-besu5,0.44166666666666665,0.11833333333333333,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.593,0.593,796
/node-besu7,0.6066666666666667,0.15458333333333332,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.589,0.589,696
/node-besu8,0.5854166666666667,0.14916666666666667,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.638,0.630,696
/node-besu6,0.67125,0.17041666666666666,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.612,0.593,0.00
/node-besu4,0.44208333333333333,0.11416666666666668,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.839,0.839,724
/node-besu2,0.425,0.11291666666666667,,,0.00,0.00,,0.00,8n-5s-ibft-v25.12.0_20260124_032052,open,220,open_tps220,0.633,0.631,768
