Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu2,0.002916666666666667,0.002916666666666667,623,623,0.00,0.00,180,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,100,transfer_tps100
/node-besu4,0.12166666666666666,0.06416666666666666,611,610,0.00,0.00,212,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,100,transfer_tps100
/node-besu3,0.012916666666666667,0.011250000000000001,509,495,0.00,0.00,308,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,100,transfer_tps100
/node-besu1,0.06583333333333334,0.045000000000000005,483,481,0.00,0.00,264,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,100,transfer_tps100
/node-besu2,0.09166666666666667,0.04708333333333333,624,623,0.00,0.00,84.0,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,110,transfer_tps110
/node-besu4,0.016666666666666666,0.009166666666666667,612,611,0.00,0.00,196,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,110,transfer_tps110
/node-besu3,0.009166666666666667,0.0062499999999999995,512,511,0.00,0.00,232,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,110,transfer_tps110
/node-besu1,0.0075,0.005,484,483,0.00,0.00,320,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,110,transfer_tps110
/node-besu2,0.0325,0.017499999999999998,624,624,0.00,0.00,96.0,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,120,transfer_tps120
/node-besu4,0.005,0.00375,612,612,0.00,0.00,96.0,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,120,transfer_tps120
/node-besu3,0.06999999999999999,0.03875,513,512,0.00,0.00,120,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,120,transfer_tps120
/node-besu1,0.004583333333333333,0.00375,484,484,0.00,0.00,168,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,120,transfer_tps120
/node-besu2,0.01625,0.015416666666666667,624,624,0.00,0.00,140,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,130,transfer_tps130
/node-besu4,0.0025,0.0025,612,612,0.00,0.00,132,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,130,transfer_tps130
/node-besu3,0.004166666666666667,0.00375,513,513,0.00,0.00,0.00,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,130,transfer_tps130
/node-besu1,0.0033333333333333335,0.002916666666666667,485,485,0.00,0.00,232,0.00,4n-5s-ibft-v25.12.0_20260124_030515,transfer,130,transfer_tps130
