Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu3,0.028749999999999998,0.011250000000000001,0.588,0.587,0.00,0.00,92.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,100,transfer_tps100
/node-besu4,0.011250000000000001,0.005416666666666667,0.543,0.540,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,100,transfer_tps100
/node-besu2,0.01,0.005,0.552,0.550,0.00,0.00,80.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,100,transfer_tps100
/node-besu1,0.01625,0.0075,1.08,1.08,0.00,0.00,96.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,100,transfer_tps100
/node-besu3,0.14916666666666667,0.05291666666666667,0.588,0.587,0.00,0.00,112,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,110,transfer_tps110
/node-besu4,0.0025,0.0025,0.543,0.543,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,110,transfer_tps110
/node-besu2,0.0025,0.0025,0.552,0.552,0.00,0.00,68.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,110,transfer_tps110
/node-besu1,0.0025,0.0025,1.08,1.08,0.00,0.00,80.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,110,transfer_tps110
/node-besu3,0.06125,0.03166666666666667,0.588,0.588,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,120,transfer_tps120
/node-besu4,0.005416666666666667,0.00375,0.543,0.543,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,120,transfer_tps120
/node-besu2,0.0025,0.0025,0.552,0.552,0.00,0.00,68.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,120,transfer_tps120
/node-besu1,0.0025,0.0025,1.08,1.08,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,120,transfer_tps120
/node-besu3,0.07333333333333333,0.02625,0.589,0.589,0.00,0.00,0.00,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,130,transfer_tps130
/node-besu4,0.013333333333333334,0.005833333333333334,0.543,0.543,0.00,0.00,16.0,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,130,transfer_tps130
/node-besu2,0.015833333333333335,0.006666666666666667,0.553,0.553,0.00,0.00,192,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,130,transfer_tps130
/node-besu1,0.01375,0.0062499999999999995,1.08,1.08,0.00,0.00,320,0.00,4n-15s-qbft-v25.10.0_20260124_124946,transfer,130,transfer_tps130
