Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu3,1.0729166666666667,0.32625,615,512,0.00,0.00,1.48,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,160,open_tps160,,,
/node-besu1,0.7374999999999999,0.27416666666666667,904,696,0.00,0.00,1.71,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,160,open_tps160,,,
/node-besu2,0.7695833333333333,0.1729166666666667,591,568,0.00,0.00,0.320,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,160,open_tps160,,,
/node-besu4,1.3108333333333333,0.2808333333333333,632,590,0.00,0.00,1.31,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,160,open_tps160,,,
/node-besu3,0.4033333333333333,0.10625,,535,0.00,0.00,0.852,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,180,open_tps180,0.600,,
/node-besu1,0.19625,0.05291666666666667,,995,0.00,0.00,1.13,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,180,open_tps180,1.00,,
/node-besu2,0.010833333333333334,0.005833333333333334,,592,0.00,0.00,1.18,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,180,open_tps180,0.580,,
/node-besu4,0.012916666666666667,0.006666666666666667,,634,0.00,0.00,0.738,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,180,open_tps180,0.620,,
/node-besu3,0.024583333333333332,0.012499999999999999,,,0.00,0.00,,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,200,open_tps200,0.567,0.497,956
/node-besu1,0.22541666666666668,0.059166666666666666,,,0.00,0.00,,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,200,open_tps200,1.18,1.09,104
/node-besu2,0.008333333333333333,0.004166666666666667,,,0.00,0.00,,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,200,open_tps200,0.585,0.582,532
/node-besu4,0.020833333333333332,0.007083333333333334,,,0.00,0.00,,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,200,open_tps200,0.627,0.624,764
/node-besu3,0.024583333333333332,0.01,,,0.00,0.00,0.691,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,220,open_tps220,0.503,0.479,
/node-besu1,0.4008333333333333,0.13875,,,0.00,0.00,1.70,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,220,open_tps220,1.21,1.19,
/node-besu2,0.07166666666666667,0.027083333333333334,,,0.00,0.00,0.781,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,220,open_tps220,0.589,0.588,
/node-besu4,0.04125,0.015833333333333335,,,0.00,0.00,0.00,0.00,4n-10s-ibft-v25.12.0_20260124_035539,open,220,open_tps220,0.628,0.628,
