Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu3,0.022083333333333333,0.013333333333333334,0.462,0.459,0.00,0.00,72.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu6,0.012083333333333333,0.009166666666666667,0.603,0.602,0.00,0.00,136,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu2,0.008749999999999999,0.0062499999999999995,0.593,0.593,0.00,0.00,100,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu5,0.005,0.00375,0.623,0.623,0.00,0.00,104,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu1,0.006666666666666667,0.005,1.16,1.15,0.00,0.00,268,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu4,0.006666666666666667,0.004583333333333333,0.580,0.580,0.00,0.00,124,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,500,query_tps500
/node-besu3,0.011250000000000001,0.011250000000000001,0.459,0.455,0.00,0.00,128,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu6,0.004166666666666667,0.0033333333333333335,0.603,0.602,0.00,0.00,88.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu2,0.02125,0.012083333333333333,0.593,0.593,0.00,0.00,92.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu5,0.002916666666666667,0.002916666666666667,0.623,0.623,0.00,0.00,84.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu1,0.004166666666666667,0.0033333333333333335,1.14,1.13,0.00,0.00,200,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu4,0.0033333333333333335,0.0033333333333333335,0.583,0.501,0.00,0.00,104,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,600,query_tps600
/node-besu3,0.012083333333333333,0.007916666666666667,0.454,0.454,0.00,0.00,132,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu6,0.002916666666666667,0.0025,0.602,0.602,0.00,0.00,40.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu2,0.0033333333333333335,0.002916666666666667,0.592,0.592,0.00,0.00,44.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu5,0.0025,0.0025,0.622,0.622,0.00,0.00,44.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu1,0.0033333333333333335,0.002916666666666667,1.14,1.13,0.00,0.00,140,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu4,0.02291666666666667,0.012916666666666667,0.440,0.439,0.00,0.00,76.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,700,query_tps700
/node-besu3,0.005833333333333334,0.004166666666666667,0.455,0.455,0.00,0.00,68.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
/node-besu6,0.01916666666666667,0.010833333333333334,0.603,0.602,0.00,0.00,64.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
/node-besu2,0.011250000000000001,0.007083333333333334,0.593,0.593,0.00,0.00,52.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
/node-besu5,0.012083333333333333,0.0075,0.622,0.622,0.00,0.00,72.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
/node-besu1,0.009583333333333334,0.0062499999999999995,1.14,1.14,0.00,0.00,124,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
/node-besu4,0.03125,0.017083333333333332,0.439,0.437,0.00,0.00,68.0,0.00,6n-5s-ibft-v25.12.0_20260124_031259,query,800,query_tps800
