Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu7,0.80375,0.31124999999999997,643,566,0.00,0.00,0.406,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu8,0.62875,0.26416666666666666,650,595,0.00,0.00,0.461,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu2,0.6879166666666667,0.2604166666666667,613,545,0.00,0.00,1.50,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu1,0.7008333333333333,0.37958333333333333,982,717,0.00,0.00,0.609,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu3,0.5758333333333333,0.24833333333333332,615,582,0.00,0.00,1.12,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu6,0.33749999999999997,0.17125,621,588,0.00,0.00,0.926,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu4,0.59375,0.21583333333333332,598,563,0.00,0.00,0.703,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu5,0.40875,0.15625,614,599,0.00,0.00,0.359,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,160,open_tps160,,,
/node-besu7,0.32208333333333333,0.11,645,643,0.00,0.00,1.10,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu8,0.013333333333333334,0.007916666666666667,681,555,0.00,0.00,1.14,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu2,0.0075,0.004583333333333333,655,651,0.00,0.00,0.352,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu1,0.01375,0.007916666666666667,990,987,0.00,0.00,1.69,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu3,0.009166666666666667,0.005,694,668,0.00,0.00,0.668,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu6,0.007916666666666667,0.005416666666666667,683,663,0.00,0.00,0.668,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu4,0.02125,0.009166666666666667,694,659,0.00,0.00,0.953,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu5,0.007083333333333334,0.004583333333333333,672,651,0.00,0.00,1.14,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,180,open_tps180,,,
/node-besu7,0.06208333333333333,0.023749999999999997,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.631,0.631,420
/node-besu8,0.02125,0.009166666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.635,0.602,460
/node-besu2,0.010416666666666666,0.005833333333333334,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.643,0.642,16.0
/node-besu1,0.007916666666666667,0.004583333333333333,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,1.10,1.05,608
/node-besu3,0.007083333333333334,0.004166666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.683,0.680,400
/node-besu6,0.007916666666666667,0.004583333333333333,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.669,0.669,424
/node-besu4,0.0075,0.005833333333333334,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.680,0.679,0.00
/node-besu5,0.007916666666666667,0.005416666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,200,open_tps200,0.658,0.657,424
/node-besu7,0.34791666666666665,0.12416666666666666,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.637,0.635,508
/node-besu8,0.05333333333333334,0.021666666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.641,0.639,548
/node-besu2,0.024583333333333332,0.014583333333333332,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.648,0.646,16.0
/node-besu1,0.23583333333333334,0.08291666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,1.10,1.10,548
/node-besu3,0.007916666666666667,0.005416666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.684,0.684,608
/node-besu6,0.00375,0.002916666666666667,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.671,0.670,596
/node-besu4,0.010833333333333334,0.005833333333333334,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.681,0.681,0.00
/node-besu5,0.037083333333333336,0.014583333333333332,,,0.00,0.00,,0.00,8n-5s-qbft-v25.12.0_20260124_025703,open,220,open_tps220,0.665,0.661,276
